year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2015 11  8  9   125.274170    36.685920   125.284406    36.695466 0.0814 -0.1358 -6.3361 -4.6524
2015 11  8 10   125.266640    36.674340   125.279399    36.684762 0.1739 -0.0069 -5.8681 -4.5649
2015 11  8 11   125.261850    36.668690   125.277946    36.678290 0.2634 0.1246 -5.4595 -4.4523
2015 11  8 12   125.259110    36.670310   125.279885    36.676133 0.1690 0.1758 -4.2789 -4.4346
2015 11  8 13   125.255150    36.678740   125.282104    36.676833 0.0745 0.2270 -3.0983 -4.4169
2015 11  8 14   125.247700    36.690420   125.281929    36.679240 -0.0200 0.2782 -1.9178 -4.3992
2015 11  8 15   125.237170    36.702350   125.278642    36.683264 -0.1030 0.1464 -0.7389 -5.2638
2015 11  8 16   125.225000    36.710500   125.273903    36.684992 -0.1889 0.0155 0.4970 -6.1241
2015 11  8 17   125.214360    36.712460   125.267192    36.681691 -0.2751 -0.1133 1.7188 -6.9714
2015 11  8 18   125.203470    36.706290   125.259982    36.673446 -0.1926 -0.1540 1.9886 -7.0745
2015 11  8 19   125.192940    36.696990   125.254236    36.662312 -0.1104 -0.1965 2.2523 -7.1774
2015 11  8 20   125.186910    36.683170   125.252203    36.649703 -0.0299 -0.2415 2.5066 -7.2778
2015 11  8 21   125.187920    36.666590   125.254451    36.635548 0.0776 -0.1348 2.7746 -7.3706
2015 11  8 22   125.195670    36.651250   125.260168    36.622688 0.1795 -0.0244 2.9903 -7.4696
2015 11  8 23   125.208690    36.638830   125.270288    36.613297 0.2789 0.0898 3.1894 -7.5619
2015 11  9  0   125.221840    36.632850   125.284112    36.607488 0.1910 0.1366 3.3456 -7.6574
2015 11  9  1   125.233090    36.634920   125.297311    36.604018 0.1048 0.1804 3.4560 -7.7744
2015 11  9  2   125.241510    36.641610   125.307850    36.601875 0.0174 0.2239 3.5647 -7.8823
2015 11  9  3   125.250050    36.649140   125.314302    36.601018 -0.0745 0.0766 3.6487 -8.0109
2015 11  9  4   125.256710    36.653430   125.317239    36.597842 -0.1662 -0.0724 3.7281 -8.1405
2015 11  9  5   125.255670    36.649260   125.317908    36.589759 -0.2582 -0.2214 3.7849 -8.2599
2015 11  9  6   125.250170    36.639690   125.314904    36.576780 -0.1939 -0.2640 3.8258 -8.3868
2015 11  9  7   125.244660    36.624080   125.312584    36.560915 -0.1282 -0.3058 3.8318 -8.4949
2015 11  9  8   125.242520    36.604910   125.312992    36.543677 -0.0574 -0.3429 3.8124 -8.6070
2015 11  9  9   125.249740    36.586350   125.316226    36.525099 0.0659 -0.1986 4.6714 -8.4979
2015 11  9 10   125.264940    36.569230   125.324208    36.508713 0.1929 -0.0610 5.5381 -8.4459
2015 11  9 11   125.285090    36.557120   125.338343    36.496830 0.3184 0.0711 6.4369 -8.4603
2015 11  9 12   125.308470    36.551250   125.357379    36.489175 0.2353 0.1429 6.5333 -8.6907
2015 11  9 13   125.330570    36.550500   125.377055    36.484517 0.1329 0.2219 6.6501 -8.8964
2015 11  9 14   125.346730    36.552010   125.392152    36.482184 0.0248 0.3009 6.7828 -9.0611
2015 11  9 15   125.359340    36.555930   125.403098    36.482221 -0.0804 0.1567 6.1521 -9.5215
2015 11  9 16   125.365740    36.558280   125.410061    36.480249 -0.1854 0.0107 5.5229 -9.9929
2015 11  9 17   125.368000    36.555580   125.412042    36.473109 -0.2903 -0.1362 4.8951 -10.4482
2015 11  9 18   125.366970    36.546050   125.409794    36.460827 -0.2125 -0.2009 4.7347 -10.1929
2015 11  9 19   125.364340    36.531310   125.407909    36.445332 -0.1376 -0.2651 4.5708 -9.9216
2015 11  9 20   125.362050    36.512120   125.408828    36.428024 -0.0678 -0.3233 4.4032 -9.6596
2015 11  9 21   125.365660    36.490790   125.412326    36.409047 0.0625 -0.2015 4.2386 -9.3956
2015 11  9 22   125.376380    36.470760   125.419756    36.391964 0.1947 -0.0729 4.0753 -9.1347
2015 11  9 23   125.391920    36.454330   125.432334    36.379244 0.3320 0.0594 3.9130 -8.8716
2015 11 10  0   125.406490    36.443650   125.448895    36.370878 0.2475 0.1128 3.7666 -8.6213
2015 11 10  1   125.421400    36.441410   125.465638    36.365451 0.1595 0.1642 3.6194 -8.3717
2015 11 10  2   125.433420    36.443440   125.478686    36.361933 0.0672 0.2149 3.4714 -8.1227
2015 11 10  3   125.440560    36.446860   125.487207    36.360293 -0.0546 0.0679 3.3209 -7.9043
2015 11 10  4   125.440730    36.446330   125.491829    36.356777 -0.1773 -0.0808 3.1618 -7.6841
2015 11 10  5   125.434430    36.440260   125.491328    36.348675 -0.2984 -0.2287 2.9965 -7.4813
2015 11 10  6   125.424350    36.427630   125.487147    36.336017 -0.2297 -0.2704 2.8052 -7.3025
2015 11 10  7   125.413320    36.408290   125.481689    36.320749 -0.1633 -0.3125 2.6257 -7.1284
2015 11 10  8   125.404110    36.387150   125.479372    36.304233 -0.0980 -0.3574 2.4427 -6.9511
2015 11 10  9   125.401870    36.365730   125.479462    36.286473 0.0558 -0.1946 2.6869 -6.6694
2015 11 10 10   125.406100    36.348240   125.484282    36.271475 0.2073 -0.0265 2.9412 -6.3707
2015 11 10 11   125.418410    36.336060   125.494818    36.262199 0.3606 0.1450 3.1997 -6.0693
2015 11 10 12   125.434780    36.331030   125.510478    36.258723 0.2820 0.2243 3.1589 -5.8607
2015 11 10 13   125.451220    36.332540   125.527012    36.259318 0.2058 0.3024 3.1282 -5.6320
2015 11 10 14   125.463550    36.339810   125.540448    36.262662 0.1312 0.3774 3.1136 -5.3881
2015 11 10 15   125.473250    36.347370   125.550125    36.268666 -0.0066 0.2185 2.5776 -5.5067
2015 11 10 16   125.474950    36.350920   125.554882    36.272715 -0.1478 0.0592 2.0324 -5.6515
2015 11 10 17   125.469150    36.348640   125.554037    36.271448 -0.2888 -0.1016 1.4898 -5.8052
2015 11 10 18   125.461180    36.339520   125.547574    36.264818 -0.2480 -0.1847 1.3337 -5.7196
2015 11 10 19   125.455770    36.325230   125.540056    36.254439 -0.2060 -0.2660 1.1936 -5.6474
2015 11 10 20   125.452380    36.306540   125.534755    36.241498 -0.1636 -0.3460 1.0684 -5.5933
2015 11 10 21   125.451320    36.288680   125.530444    36.226376 -0.0046 -0.2007 0.9360 -5.5342
2015 11 10 22   125.457630    36.271840   125.531054    36.213048 0.1515 -0.0523 0.8228 -5.4786
2015 11 10 23   125.469600    36.259660   125.536433    36.204553 0.3077 0.0969 0.6905 -5.3778
2015 11 11  0   125.483920    36.255280   125.547917    36.200993 0.2587 0.1682 0.5642 -5.2657
2015 11 11  1   125.497280    36.258400   125.560050    36.200900 0.2092 0.2385 0.4237 -5.1371
2015 11 11  2   125.512230    36.263610   125.569365    36.203212 0.1595 0.3103 0.2628 -4.9838
2015 11 11  3   125.519240    36.270870   125.577164    36.207956 0.0091 0.1470 0.1200 -4.8757
2015 11 11  4   125.516310    36.277530   125.579752    36.210716 -0.1411 -0.0159 -0.0471 -4.7360
2015 11 11  5   125.510140    36.278870   125.577491    36.208278 -0.2906 -0.1812 -0.1701 -4.6928
2015 11 11  6   125.499050    36.272940   125.569091    36.200555 -0.2546 -0.2610 -0.2907 -4.6521
2015 11 11  7   125.486430    36.259880   125.559613    36.189097 -0.2172 -0.3386 -0.3839 -4.6655
2015 11 11  8   125.476930    36.241210   125.551488    36.175086 -0.1817 -0.4151 -0.4683 -4.6733
2015 11 11  9   125.470570    36.220150   125.545353    36.158568 -0.0093 -0.2257 -0.9437 -3.7193
