year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2015 11  6 18   125.914760    36.416840   125.914531    36.415776 0.0526 -0.1206 -1.6226 0.8226
2015 11  6 19   125.910870    36.415730   125.914433    36.411300 0.1013 -0.0202 -2.3704 0.9125
2015 11  6 20   125.909200    36.418630   125.914790    36.410183 0.1509 0.0805 -3.0649 1.0405
2015 11  6 21   125.910920    36.426160   125.916269    36.412443 0.1166 0.1873 -3.7593 1.1685
2015 11  6 22   125.912080    36.439270   125.916253    36.418183 0.0805 0.2938 -4.4147 1.3191
2015 11  6 23   125.909030    36.456910   125.913343    36.427503 0.0435 0.4016 -5.0549 1.4764
2015 11  7  0   125.904200    36.472550   125.908164    36.440458 -0.0106 0.2946 -5.7607 1.6260
2015 11  7  1   125.896800    36.488020   125.899838    36.453058 -0.0606 0.1846 -6.4902 1.7816
2015 11  7  2   125.885760    36.500630   125.889881    36.462206 -0.1189 0.0672 -7.2132 1.8980
2015 11  7  3   125.872610    36.507530   125.876802    36.467553 -0.1227 -0.0879 -7.9960 2.0299
2015 11  7  4   125.859740    36.506670   125.862310    36.468499 -0.1336 -0.2332 -8.7344 2.1495
2015 11  7  5   125.845450    36.502160   125.846405    36.464783 -0.1522 -0.3776 -9.4684 2.2848
2015 11  7  6   125.832110    36.494110   125.830064    36.456615 -0.1084 -0.2804 -10.1796 2.4453
2015 11  7  7   125.821070    36.486160   125.812732    36.448816 -0.0579 -0.1688 -10.8391 2.6124
2015 11  7  8   125.812830    36.481730   125.796646    36.444883 -0.0011 -0.0541 -11.4513 2.7963
2015 11  7  9   125.806610    36.481230   125.781656    36.444631 0.0479 0.1064 -11.4561 3.5890
2015 11  7 10   125.800980    36.486520   125.768338    36.448928 0.1051 0.2460 -11.4463 4.3435
2015 11  7 11   125.796830    36.496000   125.756610    36.458580 0.1521 0.3995 -11.4365 5.0640
2015 11  7 12   125.791910    36.511490   125.746746    36.473986 0.0763 0.3362 -10.6174 5.2659
2015 11  7 13   125.786160    36.530720   125.736147    36.490689 -0.0014 0.2688 -9.8212 5.4892
2015 11  7 14   125.778760    36.549000   125.723204    36.505499 -0.0947 0.2047 -9.0397 5.7402
2015 11  7 15   125.769170    36.562030   125.707855    36.518464 -0.1517 0.0674 -8.4239 5.9654
2015 11  7 16   125.756620    36.568540   125.689998    36.528295 -0.2138 -0.0626 -7.8665 6.2119
2015 11  7 17   125.740380    36.567680   125.671102    36.534212 -0.2661 -0.1864 -7.3493 6.4990
2015 11  7 18   125.722020    36.561560   125.650753    36.536410 -0.1486 -0.1290 -7.0665 5.8466
2015 11  7 19   125.703210    36.552300   125.633580    36.537808 -0.0209 -0.0813 -6.7716 5.1859
2015 11  7 20   125.689310    36.543000   125.621872    36.540048 0.1034 -0.0407 -6.4900 4.5058
2015 11  7 21   125.683010    36.538780   125.614774    36.542923 0.1685 0.0708 -6.2776 3.7660
2015 11  7 22   125.684480    36.541370   125.611523    36.547747 0.2350 0.1849 -6.0841 3.0093
2015 11  7 23   125.689570    36.549390   125.611069    36.555572 0.2972 0.3063 -5.9221 2.2529
2015 11  8  0   125.694580    36.562130   125.612656    36.566523 0.1608 0.2548 -5.8692 1.4622
2015 11  8  1   125.696490    36.577540   125.612141    36.577506 0.0197 0.2094 -5.8710 0.6687
2015 11  8  2   125.692830    36.592130   125.606113    36.586196 -0.1124 0.1665 -5.8698 -0.1063
2015 11  8  3   125.681920    36.598240   125.595847    36.592505 -0.1755 0.0076 -5.7739 -0.8647
2015 11  8  4   125.662520    36.598150   125.582921    36.594001 -0.2427 -0.1590 -5.6211 -1.6459
2015 11  8  5   125.638480    36.593350   125.567499    36.589823 -0.3361 -0.2859 -5.3762 -2.4210
2015 11  8  6   125.614480    36.585780   125.548387    36.580729 -0.1780 -0.2251 -5.1465 -3.2199
2015 11  8  7   125.595410    36.575340   125.533187    36.569733 -0.0005 -0.2188 -4.6824 -3.9607
2015 11  8  8   125.581850    36.562440   125.525224    36.558642 0.1235 -0.2063 -4.1714 -4.6953
