year  month  day  hour obs_lon obs_lat model_lon model_lat velocity_U velocity_V wind_u wind_v
2015 11  6 13   125.912360    36.087460   125.911292    36.088221 -0.0819 0.0211 -3.7200 1.4348
2015 11  6 14   125.898880    36.095340   125.903981    36.091379 -0.1275 -0.0606 -3.5376 1.6167
2015 11  6 15   125.884760    36.100440   125.894435    36.092096 -0.0938 -0.0996 -3.5704 0.7039
2015 11  6 16   125.871730    36.102750   125.886099    36.090481 -0.0664 -0.1388 -3.6230 -0.2593
2015 11  6 17   125.862630    36.102880   125.878140    36.086695 -0.0383 -0.1760 -3.6861 -1.1852
2015 11  6 18   125.857640    36.104160   125.871714    36.080804 0.0342 -0.0855 -4.2647 -0.8417
2015 11  6 19   125.853870    36.107940   125.867052    36.075969 0.1131 0.0045 -4.7162 -0.5100
2015 11  6 20   125.853510    36.117120   125.865014    36.074408 0.1946 0.0985 -5.1985 -0.1562
2015 11  6 21   125.855500    36.130050   125.864439    36.076092 0.1545 0.1440 -5.6578 0.1613
2015 11  6 22   125.856080    36.146500   125.864421    36.080176 0.1140 0.1914 -6.1076 0.4874
2015 11  6 23   125.853580    36.164700   125.860937    36.086123 0.0760 0.2389 -6.6017 0.8256
2015 11  7  0   125.847800    36.183840   125.856008    36.093922 -0.0186 0.1452 -7.0592 1.1491
2015 11  7  1   125.837290    36.200040   125.847736    36.100917 -0.1104 0.0498 -7.5502 1.5129
2015 11  7  2   125.822940    36.215520   125.835159    36.105188 -0.2061 -0.0463 -8.0294 1.8743
2015 11  7  3   125.805650    36.227570   125.818780    36.106668 -0.2020 -0.1202 -8.4722 2.2697
2015 11  7  4   125.786100    36.234630   125.800301    36.105832 -0.2010 -0.1906 -8.8794 2.6710
2015 11  7  5   125.764530    36.235780   125.781423    36.103140 -0.2020 -0.2599 -9.2448 3.1026
2015 11  7  6   125.744930    36.233830   125.762716    36.098598 -0.1015 -0.1691 -9.5518 3.5306
2015 11  7  7   125.728720    36.230820   125.745995    36.095256 0.0002 -0.0758 -9.8190 3.9683
2015 11  7  8   125.711210    36.229610   125.732415    36.095320 0.1032 0.0176 -10.0629 4.3759
2015 11  7  9   125.699670    36.234360   125.721984    36.098754 0.1232 0.1196 -10.0625 4.9196
2015 11  7 10   125.692910    36.244130   125.713571    36.105771 0.1417 0.2216 -10.0991 5.4483
2015 11  7 11   125.684600    36.257430   125.705218    36.116575 0.1596 0.3229 -10.1411 6.0002
2015 11  7 12   125.674130    36.278330   125.696854    36.131216 0.0692 0.2568 -9.1060 6.4504
2015 11  7 13   125.661140    36.300040   125.688043    36.146536 -0.0193 0.1944 -8.0137 6.8932
2015 11  7 14   125.645170    36.318590   125.676282    36.160256 -0.1096 0.1351 -6.9108 7.2662
2015 11  7 15   125.627850    36.334600   125.662892    36.172412 -0.1302 0.0391 -6.7279 7.4741
2015 11  7 16   125.608380    36.347100   125.648215    36.182242 -0.1515 -0.0581 -6.5648 7.7368
2015 11  7 17   125.587920    36.354600   125.633528    36.189201 -0.1739 -0.1545 -6.4310 8.0135
2015 11  7 18   125.569310    36.359830   125.618078    36.193325 -0.0777 -0.1009 -5.5892 7.5146
2015 11  7 19   125.555030    36.361940   125.605845    36.196956 0.0213 -0.0489 -4.7405 6.9919
2015 11  7 20   125.547000    36.364080   125.597896    36.201708 0.1185 0.0011 -3.8908 6.4247
2015 11  7 21   125.546090    36.368800   125.594874    36.207549 0.1617 0.0916 -3.0402 5.7931
2015 11  7 22   125.550380    36.375670   125.594837    36.215176 0.2053 0.1824 -2.1961 5.1348
2015 11  7 23   125.555430    36.385320   125.597574    36.225113 0.2511 0.2749 -1.3559 4.4785
2015 11  8  0   125.559790    36.397650   125.603177    36.237370 0.1370 0.2050 -0.5212 3.8105
2015 11  8  1   125.559890    36.412140   125.607877    36.248895 0.0224 0.1367 0.3092 3.1526
2015 11  8  2   125.555420    36.425320   125.609628    36.257569 -0.0919 0.0691 1.0986 2.5223
2015 11  8  3   125.547160    36.434820   125.607726    36.263445 -0.1263 -0.0662 1.8779 1.8890
2015 11  8  4   125.533710    36.439440   125.604029    36.265248 -0.1616 -0.2016 2.6478 1.2490
2015 11  8  5   125.516450    36.437480   125.601294    36.262083 -0.1949 -0.3373 3.5485 0.6950
2015 11  8  6   125.508030    36.432050   125.598308    36.254004 -0.0932 -0.2939 4.4630 0.1324
2015 11  8  7   125.507040    36.425280   125.598980    36.244393 0.0096 -0.2511 5.3993 -0.3962
2015 11  8  8   125.511850    36.418590   125.604797    36.235609 0.1132 -0.2077 6.2674 -0.9305
2015 11  8  9   125.523840    36.413470   125.615119    36.227689 0.1863 -0.0654 5.5173 -0.3037
