@relation whatever

@attribute obs_lat numeric
@attribute velocity_U numeric
@attribute velocity_V numeric
@attribute wind_U numeric
@attribute wind_V numeric


@data
-0.00111 , 0.0526 , -0.1206 , -1.6226 , 0.8226
0.0029 , 0.1013 , -0.0202 , -2.3704 , 0.9125
0.00753 , 0.1509 , 0.0805 , -3.0649 , 1.0405
0.01311 , 0.1166 , 0.1873 , -3.7593 , 1.1685
0.01764 , 0.0805 , 0.2938 , -4.4147 , 1.3191
0.01564 , 0.0435 , 0.4016 , -5.0549 , 1.4764
0.01547 , -0.0106 , 0.2946 , -5.7607 , 1.6260
0.01261 , -0.0606 , 0.1846 , -6.4902 , 1.7816
0.0069 , -0.1189 , 0.0672 , -7.2132 , 1.8980
-0.00086 , -0.1227 , -0.0879 , -7.9960 , 2.0299
-0.00451 , -0.1336 , -0.2332 , -8.7344 , 2.1495
-0.00805 , -0.1522 , -0.3776 , -9.4684 , 2.2848
-0.00795 , -0.1084 , -0.2804 , -10.1796 , 2.4453
-0.00443 , -0.0579 , -0.1688 , -10.8391 , 2.6124
-0.0005 , -0.0011 , -0.0541 , -11.4513 , 2.7963
0.00529 , 0.0479 , 0.1064 , -11.4561 , 3.5890
0.00948 , 0.1051 , 0.2460 , -11.4463 , 4.3435
0.01549 , 0.1521 , 0.3995 , -11.4365 , 5.0640
0.01923 , 0.0763 , 0.3362 , -10.6174 , 5.2659
0.01828 , -0.0014 , 0.2688 , -9.8212 , 5.4892
0.01303 , -0.0947 , 0.2047 , -9.0397 , 5.7402
0.00651 , -0.1517 , 0.0674 , -8.4239 , 5.9654
-0.00086 , -0.2138 , -0.0626 , -7.8665 , 6.2119
-0.00612 , -0.2661 , -0.1864 , -7.3493 , 6.4990
-0.00926 , -0.1486 , -0.1290 , -7.0665 , 5.8466
-0.0093 , -0.0209 , -0.0813 , -6.7716 , 5.1859
